Order,Family,Genus,species,tree.name,female2n,male2n,B chromosomes,sex.chromosome.system,"notes, comments",Source,Study
Primates,Hylobatidae,Nomascus,leucogenys,Nomascus_leucogenys,52,52,,XY,,Animal Karyotype Book 2020,Nie et al. (Unpublished)
Primates,Hylobatidae,Nomascus,siki,Nomascus_siki,52,52,,XY,,Animal Karyotype Book 2020,Nie et al. (Unpublished)
Primates,Hylobatidae,Nomascus,gabriellae,Nomascus_gabriellae,52,52,,XY,,Animal Karyotype Book 2020,Nie et al. (Unpublished)
Primates,Atelidae,Alouatta,caraya,Alouatta_caraya,54,54,,complex XY,X1X2Y1Y2,Animal Karyotype Book 2020,de Oliveira et al. 2002
Primates,Aotidae,Aotus,lemurinus grisiemembra,Aotus_lemurinus grisiemembra,54,54,,XY,,Animal Karyotype Book 2020,Stanyon et al. 2011
Primates,Cebidae,Cebus,apella paraguayanus,Cebus_apella paraguayanus,54,54,,XY,,Animal Karyotype Book 2020,Amaral et al. 2008
Primates,Cebidae,Cebus,olivaceus,Cebus_olivaceus,54,54,,XY,,Animal Karyotype Book 2020,Garcia et al. 2002a
Primates,Pitheciidae,Chiropotes,utahicki,Chiropotes_utahicki,54,54,,XY,,Animal Karyotype Book 2020,Stanyon et al. 2004b
Primates,Lemuridae,Eulemur,fulvus,Eulemur_fulvus,60,60,,XY,,Animal Karyotype Book 2020,Muller et al. 2004
Primates,Atelidae,Brachyteles,arachnoides,Brachyteles_arachnoides,62,62,,XY,,Animal Karyotype Book 2020,de Oliveira et al. 2005
Primates,Cercopithecidae,Cercopithecus,neglectus,Cercopithecus_neglectus,62,62,,XY,,Animal Karyotype Book 2020,Stanyon et al.2005
Primates,Cercopithecidae,Cercopithecus,mitis,Cercopithecus_mitis,72,72,,XY,,Animal Karyotype Book 2020,Bigoni and Stanyon (Unpublished)
Rodentia,Muridae,Otomys,irroratus,Otomys_irroratus,28,8,yes,XY,,Animal Karyotype Book 2020,Engelbrecht et al. 2006
Rodentia,Cricetidae,Akodon,sp.,Akodon_sp.,10,10,,XY,,Animal Karyotype Book 2020,Pereira et al. 2016
Rodentia,Cricetidae,Akodon,cursor,Akodon_cursor,15,15,,XY,,Animal Karyotype Book 2020,Hass et al. 2008
Rodentia,Echimyidae,Proechimys,longicaudatus,Proechimys_longicaudatus,16,17,,complex XY,X1Y1Y2,Animal Karyotype Book 2020,Amaral et al. 2013
Rodentia,Muridae,Mus,minutoides,Mus_minutoides,18,18,,XY,"fusion of hrom to X, chrom 1 now Y?",Animal Karyotype Book 2020,Veyrunes et al. 2004
Rodentia,Muridae,Taterillus,sp. 4,Taterillus_sp. 4,19,19,,complex XY,XY1Y2,Animal Karyotype Book 2020,Volobouev and Aniskin (Unpublished)
Rodentia,Cricetidae,Cricetulus,sokolovi,Cricetulus_sokolovi,20,20,,XY,,Animal Karyotype Book 2020,Poplavskaya et al. 2017
Rodentia,Muridae,Taterillus,sp. 3,Taterillus_sp. 3,20,20,,XY,,Animal Karyotype Book 2020,Volobouev and Aniskin (Unpublished)
Rodentia,Cricetidae,Akodon,montensis,Akodon_montensis,24,24,,XY,,Animal Karyotype Book 2020,Hass et al. 2008
Rodentia,Dipodidae,Sicista,subtilis subtilis,Sicista_subtilis subtilis,24,24,,XY,,Animal Karyotype Book 2020,Kovalskaya et al. 2011
Rodentia,Echimyidae,Proechimys,goeldii,Proechimys_goeldii,24,25,,complex XY,X1Y1Y2,Animal Karyotype Book 2020,Rodrigues Da Costa et al. 2016
Rodentia,Dipodidae,Sicista,severtzovi,Sicista_severtzovi,26,26,,XY,,Animal Karyotype Book 2020,Kovalskaya et al. 2011
Rodentia,Dipodidae,Sicista,subtilis nordmanni,Sicista_subtilis nordmanni,26,26,,XY,,Animal Karyotype Book 2020,Kovalskaya et al. 2011
Rodentia,Echimyidae,Proechimys,goeldii,Proechimys_goeldii,26,27,,complex XY,X1Y1Y2,Animal Karyotype Book 2020,Rodrigues Da Costa et al. 2016
Rodentia,Cricetidae,Sigmodon,mascotensis,Sigmodon_mascotensis,28,28,,XY,,Animal Karyotype Book 2020,Swier et al. 2009
Rodentia,Cricetidae,Calomyscus,sp. 2,Calomyscus_sp. 2,30,30,,XY,,Animal Karyotype Book 2020,Graphodatsky et al. (Unpublished)
Rodentia,Cricetidae,Ellobius,tancrei,Ellobius_tancrei,30,30,,XY,,Animal Karyotype Book 2020,Bakloushinskaya et al. 2013
Rodentia,Cricetidae,Sigmodon,fulviventer,Sigmodon_fulviventer,30,30,,XY,,Animal Karyotype Book 2020,Swier et al. 2009
Rodentia,Echimyidae,Proechimys,roberti,Proechimys_roberti,30,30,,XY,,Animal Karyotype Book 2020,Ribeiro et al. 2011
Rodentia,Nesomyidae,Dendromus,lachaisei,Dendromus_lachaisei,30,30,,XY,,Animal Karyotype Book 2020,Denys and Aniskin 2012
Rodentia,Cricetidae,Eothenomys,proditor,Eothenomys_proditor,32,32,,XY,,Animal Karyotype Book 2020,Li et al. 2006b
Rodentia,Dipodidae,Sicista,betulina,Sicista_betulina,32,32,,XY,,Animal Karyotype Book 2020,Kovalskaya et al. 2011
Rodentia,Muridae,Mus,minutoides,Mus_minutoides,33,33,,XY,fusion of chrom 1 to X and Y,Animal Karyotype Book 2020,Volobouev and Aniskin (Unpublished)
Rodentia,Capromyidae,Mysateles,prehensilis,Mysateles_prehensilis,34,34,,XY,,Animal Karyotype Book 2020,Milishnikov et al. 1990
Rodentia,Cricetidae,Microtus,brandti,Microtus_brandti,34,34,,XY,,Animal Karyotype Book 2020,Gladkikh et al. 2016
Rodentia,Cricetidae,Necromys,lasiurus,Necromys_lasiurus,34,34,,XY,,Animal Karyotype Book 2020,Hass et al. 2008
Rodentia,Sciuridae,Spermophilus,suslicus,Spermophilus_suslicus,34,34,,XY,,Animal Karyotype Book 2020,Beklemisheva et al. 2011
Rodentia,Sciuridae,Ictidomys,tridecemlineatu,Ictidomys_tridecemlineatu,34,34,,XY,,Animal Karyotype Book 2020,Lemskaya et al. 2018
Rodentia,Cricetidae,Arvicola,amphibius,Arvicola_amphibius,36,36,,XY,,Animal Karyotype Book 2020,Romanenko et al. 2016
Rodentia,Ctenodactylidae,Felovia,vae,Felovia_vae,36,36,,XY,,Animal Karyotype Book 2020,George 1979
Rodentia,Muridae,Gerbillurus,tytonis,Gerbillurus_tytonis,36,36,,XY,,Animal Karyotype Book 2020,Volobouev et al. 2007
Rodentia,Muridae,Gerbillurus,robustus,Gerbillurus_robustus,36,36,,XY,,Animal Karyotype Book 2020,Volobouev et al. 2007
Rodentia,Muridae,Mastomys,coucha,Mastomys_coucha,36,36,,XY,,Animal Karyotype Book 2020,Romanenko (Unpublished)
Rodentia,Muridae,Mus,mattheyi,Mus_mattheyi,36,36,,XY,,Animal Karyotype Book 2020,Veyrunes et al. 2006
Rodentia,Sciuridae,Marmota,kastschenkoi,Marmota_kastschenkoi,36,36,,XY,,Animal Karyotype Book 2020,Beklemisheva et al. 2011
Rodentia,Sciuridae,Spermophilus,major,Spermophilus_major,36,36,,XY,,Animal Karyotype Book 2020,Beklemisheva et al. 2011
Rodentia,Sciuridae,Spermophilus,pygmaeus,Spermophilus_pygmaeus,36,36,,XY,,Animal Karyotype Book 2020,Beklemisheva et al. (Unpublished)
Rodentia,Cricetidae,Calomyscus,sp. 3,Calomyscus_sp. 3,37,37,,XY,,Animal Karyotype Book 2020,Graphodatsky et al. (Unpublished)
Rodentia,Muridae,Acomys,dimidiatus,Acomys_dimidiatus,38,38,,XY,,Animal Karyotype Book 2020,Romanenko (Unpublished)
Rodentia,Muridae,Gerbillus,pyramidum,Gerbillus_pyramidum,38,38,,XY,,Animal Karyotype Book 2020,Aniskin et al. 2006
Rodentia,Muridae,Meriones,rex,Meriones_rex,38,38,,XY,,Animal Karyotype Book 2020,Darvish and Volobouev (Unpublished)
Rodentia,Sciuridae,Marmota,himalayana,Marmota_himalayana,38,38,,XY,,Animal Karyotype Book 2020,Li et al. 2006a
Rodentia,Sciuridae,Marmota,baibacina,Marmota_baibacina,38,38,,XY,,Animal Karyotype Book 2020,Beklemisheva et al. 2011
Rodentia,Sciuridae,Xerus,erythropus,Xerus_erythropus,38,38,,XY,,Animal Karyotype Book 2020,Li et al. 2006a
Rodentia,Muridae,Gerbillus,occiduus,Gerbillus_occiduus,40,40,,XY,,Animal Karyotype Book 2020,Aniskin et al. 2006
Rodentia,Muridae,Gerbillus,perpallidus,Gerbillus_perpallidus,40,40,,XY,,Animal Karyotype Book 2020,Aniskin et al. 2006
Rodentia,Muridae,Gerbillus,tarabuli,Gerbillus_tarabuli,40,40,,XY,,Animal Karyotype Book 2020,Aniskin et al. 2006
Rodentia,Muridae,Gerbillurus,leucogaster,Gerbillurus_leucogaster,40,40,,XY,,Animal Karyotype Book 2020,Volobouev et al. 2007
Rodentia,Muridae,Rhombomys,opimus,Rhombomys_opimus,40,40,,XY,,Animal Karyotype Book 2020,Romanenko (Unpublished)
Rodentia,Sciuridae,Sciurus,carolinensis,Sciurus_carolinensis,40,40,,XY,,Animal Karyotype Book 2020,Stanyon et al. 2003b
Rodentia,Erethizontidae,Sphiggurus,villosus,Sphiggurus_villosus,42,42,,XY,,Animal Karyotype Book 2020,Bonvicino et al. 2000
Rodentia,Muridae,Meriones,persicus,Meriones_persicus,42,42,,XY,,Animal Karyotype Book 2020,Darvish and Volobouev (Unpublished)
Rodentia,Muridae,Rattus,tanezumi,Rattus_tanezumi,42,42,,XY,,Animal Karyotype Book 2020,Aniskin and Volobouev (Unpublished)
Rodentia,Cricetidae,Akodon,paranaensis,Akodon_paranaensis,44,44,,XY,,Animal Karyotype Book 2020,Hass et al. 2008
Rodentia,Cricetidae,Calomyscus,elburzensis,Calomyscus_elburzensis,44,44,,XY,,Animal Karyotype Book 2020,Romanenko (Unpublished)
Rodentia,Cricetidae,Calomyscus,firiusaensis,Calomyscus_firiusaensis,44,44,,XY,,Animal Karyotype Book 2020,Graphodatsky et al. (Unpublished)
Rodentia,Cricetidae,Microtus,gromovi,Microtus_gromovi,44,44,,XY,,Animal Karyotype Book 2020,Lemskaya (Unpublished)
Rodentia,Dipodidae,Sicista,strandi,Sicista_strandi,44,44,,XY,,Animal Karyotype Book 2020,Kovalskaya et al. 2011
Rodentia,Muridae,Celaenomys,silaceus,Celaenomys_silaceus,44,44,,XY,,Animal Karyotype Book 2020,Rickart and Heany 2002
Rodentia,Thryonomyidae,Thryonomys,swinderianus,Thryonomys_swinderianus,44,44,,XY,,Animal Karyotype Book 2020,Deuve et al. 2008
Rodentia,Cricetidae,Dicrostonyx,torquatus,Dicrostonyx_torquatus,,45,Yes,complex XY,X1X2Y1,Animal Karyotype Book 2020,Romanenko et al. 2016
Rodentia,Cricetidae,Akodon,serrensis,Akodon_serrensis,46,46,,XY,,Animal Karyotype Book 2020,Hass et al. 2008
Rodentia,Cricetidae,Calomyscus,bailwardi,Calomyscus_bailwardi,46,46,,XY,,Animal Karyotype Book 2020,Romanenko (Unpublished)
Rodentia,Cricetidae,Cerradomys,langguthi,Cerradomys_langguthi,46,46,,XY,,Animal Karyotype Book 2020,Nagamachi et al. 2013
Rodentia,Cricetidae,Microtus,arvalis,Microtus_arvalis,46,46,,XY,,Animal Karyotype Book 2020,Lemskaya et al. 2010
Rodentia,Cricetidae,Microtus,obscurus,Microtus_obscurus,46,46,,XY,,Animal Karyotype Book 2020,Tougard et al. 2013
Rodentia,Muridae,Gerbillurus,sp.,Gerbillurus_sp.,46,46,,XY,,Animal Karyotype Book 2020,Volobouev et al. 2007
Rodentia,Muridae,Niviventer,confucianus,Niviventer_confucianus,46,46,,XY,,Animal Karyotype Book 2020,Aniskin and Volobouev (Unpublished)
Rodentia,Muridae,Rhabdomys,pumilio,Rhabdomys_pumilio,46,46,,XY,chrom rearrangements,Animal Karyotype Book 2020,Rambau and Robinson 2003
Rodentia,Cricetidae,Microtus,dogramacii,Microtus_dogramacii,48,48,,XY,,Animal Karyotype Book 2020,Lemskaya et al. 2010
Rodentia,Cricetidae,Microtus,mandarinus,Microtus_mandarinus,48,48,,XY,,Animal Karyotype Book 2020,Aniskin and Volobouev (Unpublished)
Rodentia,Gliridae,Eliomys,melanurus,Eliomys_melanurus,48,48,,XY,,Animal Karyotype Book 2020,Sannier et al. 2011
Rodentia,Muridae,Apodemus,uralensis,Apodemus_uralensis,48,48,,XY,,Animal Karyotype Book 2020,Volobouev and Aniskin (Unpublished)
Rodentia,Muridae,Apodemus,mystaconus,Apodemus_mystaconus,48,48,,XY,,Animal Karyotype Book 2020,Sablina et al. (Unpublished)
Rodentia,Muridae,Gerbillurus,kempi,Gerbillurus_kempi,48,48,,XY,,Animal Karyotype Book 2020,Volobouev et al. 2007
Rodentia,Muridae,Hapalomys,delacouri,Hapalomys_delacouri,48,48,yes,XY,,Animal Karyotype Book 2020,Badenhort et al. 2012
Rodentia,Muridae,Mus,pahari,Mus_pahari,48,48,,XY,,Animal Karyotype Book 2020,Veyrunes et al. 2006
Rodentia,Spalacidae,Tachyoryctes,splendens,Tachyoryctes_splendens,48,48,,XY,,Animal Karyotype Book 2020,Aniskin et al. 1997b
Rodentia,Muridae,Gerbillurus,guineae,Gerbillurus_guineae,50,50,,XY,,Animal Karyotype Book 2020,Volobouev et al. 2007
Rodentia,Muridae,Meriones,meridianus,Meriones_meridianus,50,50,,XY,,Animal Karyotype Book 2020,Romanenko (Unpublished)
Rodentia,Spalacidae,Tachyoryctes,macrocephalus,Tachyoryctes_macrocephalus,50,50,,XY,,Animal Karyotype Book 2020,Aniskin et al. 1997b
Rodentia,Cricetidae,Calomyscus,sp. 1,Calomyscus_sp. 1,52,52,,XY,,Animal Karyotype Book 2020,Romanenko et al. 2007
Rodentia,Cricetidae,Microtus,subterraneus,Microtus_subterraneus,52,52,,XY,,Animal Karyotype Book 2020,Sablina et al. (Unpublished)
Rodentia,Cricetidae,Microtus,clarkei,Microtus_clarkei,52,52,,XY,,Animal Karyotype Book 2020,Li et al. 2006b
Rodentia,Cricetidae,Thaptomys,nigrita,Thaptomys_nigrita,52,52,,XY,,Animal Karyotype Book 2020,Hass et al. 2008
Rodentia,Erethizontidae,Chaetomys,subspinosus,Chaetomys_subspinosus,52,52,,XY,,Animal Karyotype Book 2020,Vilela et al. 2009
Rodentia,Muridae,Gerbillurus,gambianus,Gerbillurus_gambianus,52,52,,XY,,Animal Karyotype Book 2020,Volobouev et al. 2007
Rodentia,Muridae,Maxomys,surifer,Maxomys_surifer,52,52,,XY,,Animal Karyotype Book 2020,Badenhorst et al. 2011
Rodentia,Bathyergidae,Fukomys,darlingi,Fukomys_darlingi,54,54,,XY,,Animal Karyotype Book 2020,Deuve et al. 2008
Rodentia,Cricetidae,Ellobius,talpinus,Ellobius_talpinus,54,54,,XY,,Animal Karyotype Book 2020,Bakloushinskaya et al. 2012
Rodentia,Cricetidae,Ellobius,tancrei,Ellobius_tancrei,54,54,,XY,,Animal Karyotype Book 2020,Bakloushinskaya et al. 2012
Rodentia,Cricetidae,Microtus,juldaschi,Microtus_juldaschi,54,54,,XY,,Animal Karyotype Book 2020,Sablina et al. (Unpublished)
Rodentia,Cricetidae,Microtus,savii,Microtus_savii,54,54,,XY,,Animal Karyotype Book 2020,Romanenko (Unpublished)
Rodentia,Cricetidae,Microtus,guentheri,Microtus_guentheri,54,54,,XY,,Animal Karyotype Book 2020,Lemskaya et al. 2010
Rodentia,Cricetidae,Microtus,qazvinensis,Microtus_qazvinensis,54,54,,XY,,Animal Karyotype Book 2020,Sablina et al. (Unpublished)
Rodentia,Cricetidae,Microtus,levis,Microtus_levis,54,54,,XY,,Animal Karyotype Book 2020,Lemskaya et al. 2010
Rodentia,Octodontidae,Aconaemys,sagei,Aconaemys_sagei,54,54,,XY,,Animal Karyotype Book 2020,Gallardo and Mondaca 2002
Rodentia,Muridae,Lemniscomys,barbarus,Lemniscomys_barbarus,54,54,,XY,,Animal Karyotype Book 2020,Romanenko (Unpublished)
Rodentia,Cricetidae,Alticola,barakshin,Alticola_barakshin,56,56,,XY,,Animal Karyotype Book 2020,Lemskaya and Romanenko (Unpublished)
Rodentia,Cricetidae,Alticola,strelzowi,Alticola_strelzowi,56,56,,XY,,Animal Karyotype Book 2020,Lemskaya (Unpublished)
Rodentia,Cricetidae,Alticola,olchonensis,Alticola_olchonensis,56,56,,XY,,Animal Karyotype Book 2020,Romanenko (Unpublished)
Rodentia,Cricetidae,Eothenomys,miletus,Eothenomys_miletus,56,56,,XY,,Animal Karyotype Book 2020,Li et al. 2006b
Rodentia,Cricetidae,Microtus,longicaudus,Microtus_longicaudus,56,56,,XY,,Animal Karyotype Book 2020,Modi 1987
Rodentia,Cricetidae,Myodes,rufocanus,Myodes_rufocanus,56,56,,XY,,Animal Karyotype Book 2020,Sokolov et al. 1990
Rodentia,Cricetidae,Myodes,sikotanensis,Myodes_sikotanensis,56,56,,XY,,Animal Karyotype Book 2020,Sokolov et al. 1990
Rodentia,Cricetidae,Myodes,rutilus,Myodes_rutilus,56,56,,XY,,Animal Karyotype Book 2020,Romanenko et al. 2016
Rodentia,Cricetidae,Myodes,gapperi,Myodes_gapperi,56,56,,XY,,Animal Karyotype Book 2020,Modi 1987
Rodentia,Cricetidae,Myodes,californicus,Myodes_californicus,56,56,,XY,,Animal Karyotype Book 2020,Modi 1987
Rodentia,Cricetidae,Myodes,centralis,Myodes_centralis,56,56,,XY,,Animal Karyotype Book 2020,Sokolov et al. 1990
Rodentia,Cricetidae,Myodes,regulus,Myodes_regulus,56,56,,XY,,Animal Karyotype Book 2020,Sablina et al. (Unpublished)
Rodentia,Cricetidae,Neacomys,paracou,Neacomys_paracou,56,56,,XY,,Animal Karyotype Book 2020,Da Silva et al. 2015
Rodentia,Octodontidae,Aconaemys,fuscus,Aconaemys_fuscus,56,56,,XY,,Animal Karyotype Book 2020,Gallardo and Mondaca 2002
Rodentia,Cricetidae,Neacomys,sp. 1,Neacomys_sp. 1,58,58,,XY,,Animal Karyotype Book 2020,Da Silva et al. 2015
Rodentia,Cricetidae,Oryzomys,yunganus,Oryzomys_yunganus,58,58,,XY,,Animal Karyotype Book 2020,Volobouev and Aniskin 2000a
Rodentia,Octodontidae,Octodon,degus,Octodon_degus,58,58,,XY,,Animal Karyotype Book 2020,Romanenko (Unpublished)
Rodentia,Octodontidae,Spalacopus,cyanus,Spalacopus_cyanus,58,58,,XY,,Animal Karyotype Book 2020,Spotorno et al. 1995
Rodentia,Octodontidae,Aconaemys,porteri,Aconaemys_porteri,58,58,,XY,,Animal Karyotype Book 2020,Gallardo and Mondaca 2002
Rodentia,Muridae,Meriones,crassus,Meriones_crassus,58,58,,XY,,Animal Karyotype Book 2020,Darvish and Volobouev (Unpublished)
Rodentia,Nesomyidae,Eliurus,majori,Eliurus_majori,58,58,,XY,,Animal Karyotype Book 2020,Solano et al. 2011
Rodentia,Heterocephalidae,Heterocephalus,glaber,Heterocephalus_glaber,60,60,,XY,,Animal Karyotype Book 2020,Romanenko (Unpublished)
Rodentia,Cricetidae,Microtus,schidlovskii,Microtus_schidlovskii,60,60,,XY,,Animal Karyotype Book 2020,Sablina et al. (Unpublished)
Rodentia,Echimyidae,Lonchothrix,emiliae,Lonchothrix_emiliae,60,60,,XY,,Animal Karyotype Book 2020,Aniskin 1994b
Rodentia,Nesomyidae,Nesomys,rufus,Nesomys_rufus,60,60,,XY,,Animal Karyotype Book 2020,Solano et al. 2011
Rodentia,Bathyergidae,Heliophobius,argenteocinereus,Heliophobius_argenteocinereus,62,62,,XY,,Animal Karyotype Book 2020,Deuve et al. 2008
Rodentia,Caviidae,Cavia,tschudii,Cavia_tschudii,64,64,,XY,,Animal Karyotype Book 2020,Romanenko (Unpublished)
Rodentia,Cricetidae,Neacomys,dubosti,Neacomys_dubosti,64,64,,XY,,Animal Karyotype Book 2020,Da Silva et al. 2015
Rodentia,Cricetidae,Oligoryzomys,flavescens,Oligoryzomys_flavescens,64,64,,XY,,Animal Karyotype Book 2020,Hass et al. 2008
Rodentia,Dasyproctidae,Dasyprocta,fuliginosa,Dasyprocta_fuliginosa,64,64,yes,XY,,Animal Karyotype Book 2020,Ramos et al. 2003
Rodentia,Hystricidae,Hystrix,indica,Hystrix_indica,66,66,,XY,,Animal Karyotype Book 2020,Romanenko (Unpublished)
Rodentia,Cricetidae,Oecomys,paricola,Oecomys_paricola,68,68,,XY,,Animal Karyotype Book 2020,Rosa et al. 2012
Rodentia,Cricetidae,Oecomys,paricola,Oecomys_paricola,70,70,,XY,,Animal Karyotype Book 2020,Rosa et al. 2012
Rodentia,Nesomyidae,Eliurus,minor,Eliurus_minor,76,76,,XY,,Animal Karyotype Book 2020,Solano et al. 2011
Rodentia,Octodontidae,Octodon,lunatus,Octodon_lunatus,78,78,,XY,,Animal Karyotype Book 2020,Spotorno et al. 1995
Rodentia,Bathyergidae,Fukomys,hottentotus damarensis,Fukomys_hottentotus damarensis,80,80,,XY,,Animal Karyotype Book 2020,Deuve et al. 2008
Rodentia,Nesomyidae,Cricetomys,emini,Cricetomys_emini,80,80,,XY,,Animal Karyotype Book 2020,S. Romanenko (Unpublished)
Rodentia,Nesomyidae,Cricetomys,gambianus,Cricetomys_gambianus,80,80,,XY,,Animal Karyotype Book 2020,V. Aniskin and V. Volobouev (Unpublished)
Rodentia,Echimyidae,Dactylomys,dactylinus,Dactylomys_dactylinus,94,94,,XY,,Animal Karyotype Book 2020,Aniskin 1993
Rodentia,Octodontidae,Tympanoctomys,barrerae,Tympanoctomys_barrerae,102,102,,XY,,Animal Karyotype Book 2020,Gallardo et al. 2002
Rodentia,Diatomyidae,Laonastes,aenigmamus,Laonastes_aenigmamus,38-42,38-42,,XY,chrom rearrangements,Animal Karyotype Book 2020,Richard et al. 2016
Rodentia,Cricetidae,Lasiopodomys,mandarinus,Lasiopodomys_mandarinus,47,,,complex XY,neo sex chroms X1X2X3,Animal Karyotype Book 2020,Gladkikh et al. 2016
Scandentia,Tupaiidae,Tupaia,minor,Tupaia_minor,66,66,,XY,,Animal Karyotype Book 2020,Dumas et al. 2012
Afrosoricida,Chrysochloridae,Neamblysomus,julianae,Neamblysomus_julianae,30,30,,XY,,Atlas of Mammalian Chromosomes,Gilbert et al. 2008
Artiodactyla,Bovidae,Nanger,granti roosevelti,Nanger_granti roosevelti,30,31,,complex XY,"X/A, Y; rujuvenation of autosome to X-chromosome",Atlas of Mammalian Chromosomes,CRES San Diego (Unpublished)
Artiodactyla,Bovidae,Naemorhedus,goral,Naemorhedus_goral,56,56,,XY,,Atlas of Mammalian Chromosomes,
Artiodactyla,Bovidae,Nanger,soemmerringii,Nanger_soemmerringii,34-39,34-39,,complex XY,rujuvenation of autosomes to sex chromosomes,Atlas of Mammalian Chromosomes,CRES San Diego (Unpublished)
Artiodactyla,Bovidae,Nanger,dama mhorr,Nanger_dama mhorr,38-40,38-40,,complex XY,rujuvenation of autosomes to sex chromosomes,Atlas of Mammalian Chromosomes,Cernohorska et al. 2012
Artiodactyla,Bovidae,Nanger,dama ruficollis,Nanger_dama ruficollis,38-40,38-40,,complex XY,rujuvenation of autosomes to sex chromosomes,Atlas of Mammalian Chromosomes,Cernohorska et al. 2012
Chiroptera,Phyllostomidae,Ardops,nichollsi,Ardops_nichollsi,31,32,,complex XY,XY1Y2,Atlas of Mammalian Chromosomes,Baker et al. 1979
Afrosoricida,Tenrecidae,Microgale,dobsoni,Microgale_dobsoni,30,30,,XY,,Blackmon,
Afrosoricida,Tenrecidae,Tenrec,eucadatus,Tenrec_eucadatus,38,38,,XY,,Blackmon,
Artiodactyla,Cervidae,Muntiacus,muntjak,Muntiacus_muntjak,6,7,,complex XY,XY1Y2,Blackmon,
Artiodactyla,Tayassuidae,Tayassu,albirostris,Tayassu_albirostris,26,26,,XY,,Blackmon,
Artiodactyla,Bovidae,Tragelaphus,spekii,Tragelaphus_spekii,30,30,,XY,,Blackmon,Rubes et al. 2008
Artiodactyla,Giraffidae,Giraffa,camelopardis,Giraffa_camelopardis,30,30,,XY,,Blackmon,Huang et al. 2008
Artiodactyla,Tayassuidae,Tayassu,tajacu,Tayassu_tajacu,30,30,,XY,,Blackmon,Benirschke and Kumamoto 1989
Artiodactyla,Bovidae,Gazella,dorcas,Gazella_dorcas,30,31,,complex XY,XY1Y2,Blackmon,
Artiodactyla,Bovidae,Gazella,granti,Gazella_granti,30,31,,complex XY,XY1Y2,Blackmon,
Artiodactyla,Bovidae,Gazella,subgutturosa,Gazella_subgutturosa,30,31,,complex XY,XY1Y2,Blackmon,
Artiodactyla,Bovidae,Tragelaphus,strepsiceros strepsiceros,Tragelaphus_strepsiceros strepsiceros,32,31,,complex XY,X1X2Y,Blackmon,
Artiodactyla,Bovidae,Gazella,leptoceros,Gazella_leptoceros,32,33,,complex XY,XY1Y2,Blackmon,Cernohorska et al. 2012
Artiodactyla,Bovidae,Gazella,spekei,Gazella_spekei,32,33,,complex XY,XY1Y2,Blackmon,CRES San Diego (Unpublished)
Artiodactyla,Bovidae,Gazella,gazella,Gazella_gazella,34,35,,complex XY,XY1Y2,Blackmon,CRES San Diego (Unpublished)
Artiodactyla,Suidae,Sus,scrofa,Sus_scrofa,36,36,,XY,,Blackmon,
Artiodactyla,Bovidae,Damaliscus,dorcas phillipsi,Damaliscus_dorcas phillipsi,38,38,,XY,,Blackmon,
Artiodactyla,Bovidae,Tetracerus,quadricornis,Tetracerus_quadricornis,38,38,,XY,,Blackmon,Popiquet et al. 2010
Artiodactyla,Bovidae,Alcephalus,busephalus,Alcephalus_busephalus,40,40,,XY,,Blackmon,
Artiodactyla,Bovidae,Oreamnos,americanus,Oreamnos_americanus,42,42,,XY,,Blackmon,CRES San Diego (Unpublished)
Artiodactyla,Kogiidae,Kogia,breviceps,Kogia_breviceps,42,42,,XY,,Blackmon,Arnason and Benirscke 1973
Artiodactyla,Physeteridae,Physeter,catodon,Physeter_catodon,42,42,,XY,,Blackmon,
Artiodactyla,Balaenopteridae,Balaenoptera,acutorostrata,Balaenoptera_acutorostrata,44,44,,XY,,Blackmon,Arnason 1981a
Artiodactyla,Balaenopteridae,Balaenoptera,borealis,Balaenoptera_borealis,44,44,,XY,,Blackmon,Nash (Unpublished)
Artiodactyla,Balaenopteridae,Balaenoptera,physalus,Balaenoptera_physalus,44,44,,XY,,Blackmon,Arnason 1974a
Artiodactyla,Delphinidae,Delphinus,bairdii,Delphinus_bairdii,44,44,,XY,,Blackmon,
Artiodactyla,Delphinidae,Orcinus,orca,Orcinus_orca,44,44,,XY,,Blackmon,Arnason et al. 1980
Artiodactyla,Delphinidae,Tursiops,truncatus,Tursiops_truncatus,44,44,,XY,,Blackmon,Bielec et al. 1997
Artiodactyla,Phocoenidae,Phocoena,phocoena,Phocoena_phocoena,44,44,,XY,,Blackmon,Arnason 1980
Artiodactyla,Giraffidae,Okapia,johnstoni,Okapia_johnstoni,45,45,,XY,,Blackmon,Kulemzima et al. 2009
Artiodactyla,Bovidae,Boselaphus,tragocamelus,Boselaphus_tragocamelus,46,46,,XY,rujuvenation of autosome 14 o sex chromosomes,Blackmon,Gallagher et al. 1998
Artiodactyla,Cervidae,Muntiacus,reevesi,Muntiacus_reevesi,46,46,,XY,,Blackmon,Yang et al. 1995
Artiodactyla,Bovidae,Anoa,depressicornis depressicornis,Anoa_depressicornis depressicornis,48,48,,XY,,Blackmon,
Artiodactyla,Bovidae,Hemitragus,jemlahicus,Hemitragus_jemlahicus,48,48,,XY,,Blackmon,Rubes et al. 2012
Artiodactyla,Bovidae,Ovibos,moschatus,Ovibos_moschatus,48,48,,XY,,Blackmon,Biltueva and Graphodatsky (Unpublished)
Artiodactyla,Bovidae,Bubalus,bubalis,Bubalus_bubalis,50,50,,XY,,Blackmon,Iannuzzi 1994
